sales_order_line_key,reseller_key,customer_key,product_key,order_date_key,due_date_key,ship_date_key,sales_territory_key,order_quantity,unit_price,extended_amount,unit_price_discount_pct,product_standard_cost,total_product_cost,sales_amount
44124018,3,-1,262,20170914,20170924,20170921.0,4,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
44124019,3,-1,215,20170914,20170924,20170921.0,4,2,20.1865,40.373,0,12.0278,24.0556,40.373
44124020,3,-1,275,20170914,20170924,20170921.0,4,2,356.898,713.796,0,352.1394,704.2788,713.796
44124021,3,-1,223,20170914,20170924,20170921.0,4,4,5.1865,20.746,0,5.7052,22.8208,20.746
44125001,238,-1,223,20170914,20170924,20170921.0,3,3,5.1865,15.5595,0,5.7052,17.1156,15.5595
44125002,238,-1,319,20170914,20170924,20170921.0,3,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44125003,238,-1,326,20170914,20170924,20170921.0,3,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44126001,20,-1,349,20170915,20170925,20170922.0,1,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
44126002,20,-1,218,20170915,20170925,20170922.0,1,2,5.7,11.4,0,3.3963,6.7926,11.4
44126003,20,-1,344,20170915,20170925,20170922.0,1,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44126004,20,-1,345,20170915,20170925,20170922.0,1,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44126005,20,-1,350,20170915,20170925,20170922.0,1,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44126006,20,-1,219,20170915,20170925,20170922.0,1,3,5.7,17.1,0,3.3963,10.1889,17.1
44126007,20,-1,346,20170915,20170925,20170922.0,1,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44127001,608,-1,347,20170915,20170925,20170922.0,4,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44127002,608,-1,307,20170915,20170925,20170922.0,4,1,722.5949,722.5949,0,623.8403,623.8403,722.5949
44127003,608,-1,293,20170915,20170925,20170922.0,4,6,722.5949,4335.5694,0,623.8403,3743.0418,4335.5694
44127004,608,-1,304,20170915,20170925,20170922.0,4,2,714.7043,1429.4086,0,617.0281,1234.0562,1429.4086
44127005,608,-1,212,20170915,20170925,20170922.0,4,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44127006,608,-1,220,20170915,20170925,20170922.0,4,2,20.1865,40.373,0,12.0278,24.0556,40.373
44127007,608,-1,351,20170915,20170925,20170922.0,4,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44127008,608,-1,215,20170915,20170925,20170922.0,4,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44127009,608,-1,349,20170915,20170925,20170922.0,4,5,2024.994,10124.97,0,1898.0944,9490.472,10124.97
44127010,608,-1,223,20170915,20170925,20170922.0,4,3,5.1865,15.5595,0,5.7052,17.1156,15.5595
44127011,608,-1,350,20170915,20170925,20170922.0,4,6,2024.994,12149.964,0,1898.0944,11388.5664,12149.964
44127012,608,-1,348,20170915,20170925,20170922.0,4,6,2024.994,12149.964,0,1898.0944,11388.5664,12149.964
44127013,608,-1,232,20170915,20170925,20170922.0,4,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
44127014,608,-1,235,20170915,20170925,20170922.0,4,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44127015,608,-1,345,20170915,20170925,20170922.0,4,5,2039.994,10199.97,0,1912.1544,9560.772,10199.97
44127016,608,-1,218,20170915,20170925,20170922.0,4,5,5.7,28.5,0,3.3963,16.9815,28.5
44127017,608,-1,292,20170915,20170925,20170922.0,4,4,818.7,3274.8,0,706.811,2827.244,3274.8
44127018,608,-1,346,20170915,20170925,20170922.0,4,6,2039.994,12239.964,0,1912.1544,11472.9264,12239.964
44127019,608,-1,300,20170915,20170925,20170922.0,4,2,809.76,1619.52,0,699.0928,1398.1856,1619.52
44127020,608,-1,229,20170915,20170925,20170922.0,4,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
44127021,608,-1,344,20170915,20170925,20170922.0,4,5,2039.994,10199.97,0,1912.1544,9560.772,10199.97
44127022,608,-1,296,20170915,20170925,20170922.0,4,3,714.7043,2144.1129,0,617.0281,1851.0843,2144.1129
44128001,279,-1,348,20170916,20170926,20170923.0,5,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44128002,279,-1,347,20170916,20170926,20170923.0,5,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44128003,279,-1,346,20170916,20170926,20170923.0,5,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44128004,279,-1,344,20170916,20170926,20170923.0,5,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44128005,279,-1,215,20170916,20170926,20170923.0,5,2,20.1865,40.373,0,12.0278,24.0556,40.373
44128006,279,-1,220,20170916,20170926,20170923.0,5,2,20.1865,40.373,0,12.0278,24.0556,40.373
44128007,279,-1,232,20170916,20170926,20170923.0,5,4,28.8404,115.3616,0,31.7244,126.8976,115.3616
44128008,279,-1,351,20170916,20170926,20170923.0,5,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
44128009,279,-1,345,20170916,20170926,20170923.0,5,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44128010,279,-1,212,20170916,20170926,20170923.0,5,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44128011,279,-1,223,20170916,20170926,20170923.0,5,5,5.1865,25.9325,0,5.7052,28.526,25.9325
44129001,54,-1,332,20170916,20170926,20170923.0,2,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
44129002,54,-1,220,20170916,20170926,20170923.0,2,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44129003,54,-1,326,20170916,20170926,20170923.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44129004,54,-1,316,20170916,20170926,20170923.0,2,6,874.794,5248.764,0,884.7083,5308.2498,5248.764
44129005,54,-1,253,20170916,20170926,20170923.0,2,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
44129006,54,-1,324,20170916,20170926,20170923.0,2,7,419.4589,2936.2123,0,413.1463,2892.0241,2936.2123
44129007,54,-1,232,20170916,20170926,20170923.0,2,5,28.8404,144.202,0,31.7244,158.622,144.202
44129008,54,-1,272,20170916,20170926,20170923.0,2,3,183.9382,551.8146,0,181.4857,544.4571,551.8146
44129009,54,-1,330,20170916,20170926,20170923.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44129010,54,-1,270,20170916,20170926,20170923.0,2,4,183.9382,735.7528,0,181.4857,725.9428,735.7528
44129011,54,-1,328,20170916,20170926,20170923.0,2,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
44129012,54,-1,334,20170916,20170926,20170923.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44129013,54,-1,338,20170916,20170926,20170923.0,2,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44129014,54,-1,229,20170916,20170926,20170923.0,2,6,28.8404,173.0424,0,31.7244,190.3464,173.0424
44129015,54,-1,285,20170916,20170926,20170923.0,2,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
44129016,54,-1,212,20170916,20170926,20170923.0,2,2,20.1865,40.373,0,12.0278,24.0556,40.373
44129017,54,-1,275,20170916,20170926,20170923.0,2,1,356.898,356.898,0,352.1394,352.1394,356.898
44129018,54,-1,310,20170916,20170926,20170923.0,2,2,2146.962,4293.924,0,2171.2942,4342.5884,4293.924
44129019,54,-1,315,20170916,20170926,20170923.0,2,10,874.794,8747.94,0,884.7083,8847.083,8747.94
44129020,54,-1,322,20170916,20170926,20170923.0,2,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44129021,54,-1,235,20170916,20170926,20170923.0,2,4,28.8404,115.3616,0,31.7244,126.8976,115.3616
44129022,54,-1,314,20170916,20170926,20170923.0,2,4,2146.962,8587.848,0,2171.2942,8685.1768,8587.848
44129023,54,-1,342,20170916,20170926,20170923.0,2,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44129024,54,-1,317,20170916,20170926,20170923.0,2,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
44129025,54,-1,319,20170916,20170926,20170923.0,2,9,874.794,7873.146,0,884.7083,7962.3747,7873.146
44129026,54,-1,264,20170916,20170926,20170923.0,2,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
44129027,54,-1,276,20170916,20170926,20170923.0,2,4,356.898,1427.592,0,352.1394,1408.5576,1427.592
44129028,54,-1,262,20170916,20170926,20170923.0,2,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
44129029,54,-1,215,20170916,20170926,20170923.0,2,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44129030,54,-1,223,20170916,20170926,20170923.0,2,6,5.1865,31.119,0,5.7052,34.2312,31.119
44130001,602,-1,344,20170916,20170926,20170923.0,5,6,2039.994,12239.964,0,1912.1544,11472.9264,12239.964
44130002,602,-1,349,20170916,20170926,20170923.0,5,4,2024.994,8099.976,0,1898.0944,7592.3776,8099.976
44130003,602,-1,304,20170916,20170926,20170923.0,5,1,714.7043,714.7043,0,617.0281,617.0281,714.7043
44130004,602,-1,218,20170916,20170926,20170923.0,5,6,5.7,34.2,0,3.3963,20.3778,34.2
44130005,602,-1,351,20170916,20170926,20170923.0,5,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44130006,602,-1,220,20170916,20170926,20170923.0,5,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44130007,602,-1,307,20170916,20170926,20170923.0,5,1,722.5949,722.5949,0,623.8403,623.8403,722.5949
44130008,602,-1,348,20170916,20170926,20170923.0,5,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44130009,602,-1,296,20170916,20170926,20170923.0,5,2,714.7043,1429.4086,0,617.0281,1234.0562,1429.4086
44131001,576,-1,218,20170917,20170927,20170924.0,2,6,5.7,34.2,0,3.3963,20.3778,34.2
44131002,576,-1,212,20170917,20170927,20170924.0,2,2,20.1865,40.373,0,12.0278,24.0556,40.373
44131003,576,-1,349,20170917,20170927,20170924.0,2,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44131004,576,-1,215,20170917,20170927,20170924.0,2,5,20.1865,100.9325,0,12.0278,60.139,100.9325
44131005,576,-1,346,20170917,20170927,20170924.0,2,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44131006,576,-1,235,20170917,20170927,20170924.0,2,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44131007,576,-1,344,20170917,20170927,20170924.0,2,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44131008,576,-1,351,20170917,20170927,20170924.0,2,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44131009,576,-1,345,20170917,20170927,20170924.0,2,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44131010,576,-1,350,20170917,20170927,20170924.0,2,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
44132001,585,-1,351,20170918,20170928,20170925.0,5,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44133001,170,-1,317,20170918,20170928,20170925.0,5,1,874.794,874.794,0,884.7083,884.7083,874.794
44133002,170,-1,334,20170918,20170928,20170925.0,5,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44133003,170,-1,330,20170918,20170928,20170925.0,5,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44133004,170,-1,316,20170918,20170928,20170925.0,5,5,874.794,4373.97,0,884.7083,4423.5415,4373.97
44133005,170,-1,315,20170918,20170928,20170925.0,5,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44133006,170,-1,338,20170918,20170928,20170925.0,5,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44133007,170,-1,324,20170918,20170928,20170925.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44133008,170,-1,328,20170918,20170928,20170925.0,5,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44133009,170,-1,342,20170918,20170928,20170925.0,5,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
44133010,170,-1,314,20170918,20170928,20170925.0,5,4,2146.962,8587.848,0,2171.2942,8685.1768,8587.848
44133011,170,-1,212,20170918,20170928,20170925.0,5,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44133012,170,-1,270,20170918,20170928,20170925.0,5,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
44133013,170,-1,326,20170918,20170928,20170925.0,5,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44133014,170,-1,285,20170918,20170928,20170925.0,5,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
44133015,170,-1,322,20170918,20170928,20170925.0,5,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44133016,170,-1,332,20170918,20170928,20170925.0,5,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44133017,170,-1,262,20170918,20170928,20170925.0,5,2,183.9382,367.8764,0,181.4857,362.9714,367.8764
44280001,215,-1,229,20170919,20170929,20170926.0,2,2,28.8404,57.6808,0,31.7244,63.4488,57.6808
44281001,510,-1,342,20170919,20170929,20170926.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44282001,442,-1,346,20170919,20170929,20170926.0,6,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44282002,442,-1,215,20170919,20170929,20170926.0,6,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44282003,442,-1,300,20170919,20170929,20170926.0,6,1,809.76,809.76,0,699.0928,699.0928,809.76
44282004,442,-1,288,20170919,20170929,20170926.0,6,2,722.5949,1445.1898,0,623.8403,1247.6806,1445.1898
44282005,442,-1,235,20170919,20170929,20170926.0,6,4,28.8404,115.3616,0,31.7244,126.8976,115.3616
44282006,442,-1,229,20170919,20170929,20170926.0,6,3,28.8404,86.5212,0,31.7244,95.1732,86.5212
44282007,442,-1,212,20170919,20170929,20170926.0,6,2,20.1865,40.373,0,12.0278,24.0556,40.373
44282008,442,-1,345,20170919,20170929,20170926.0,6,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44282009,442,-1,220,20170919,20170929,20170926.0,6,4,20.1865,80.746,0,12.0278,48.1112,80.746
44282010,442,-1,299,20170919,20170929,20170926.0,6,1,809.76,809.76,0,699.0928,699.0928,809.76
44282011,442,-1,293,20170919,20170929,20170926.0,6,2,722.5949,1445.1898,0,623.8403,1247.6806,1445.1898
44282012,442,-1,296,20170919,20170929,20170926.0,6,1,714.7043,714.7043,0,617.0281,617.0281,714.7043
44282013,442,-1,232,20170919,20170929,20170926.0,6,6,28.8404,173.0424,0,31.7244,190.3464,173.0424
44282014,442,-1,348,20170919,20170929,20170926.0,6,8,2024.994,16199.952,0,1898.0944,15184.7552,16199.952
44282015,442,-1,344,20170919,20170929,20170926.0,6,3,2039.994,6119.982,0,1912.1544,5736.4632,6119.982
44283001,227,-1,319,20170919,20170929,20170926.0,6,8,874.794,6998.352,0,884.7083,7077.6664,6998.352
44283002,227,-1,317,20170919,20170929,20170926.0,6,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44283003,227,-1,272,20170919,20170929,20170926.0,6,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
44283004,227,-1,316,20170919,20170929,20170926.0,6,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44283005,227,-1,314,20170919,20170929,20170926.0,6,2,2146.962,4293.924,0,2171.2942,4342.5884,4293.924
44283006,227,-1,326,20170919,20170929,20170926.0,6,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
44283007,227,-1,342,20170919,20170929,20170926.0,6,12,405.477,4865.724,0,413.1463,4957.7556,4768.4095
44283008,227,-1,279,20170919,20170929,20170926.0,6,1,178.5808,178.5808,0,176.1997,176.1997,178.5808
44283009,227,-1,328,20170919,20170929,20170926.0,6,8,419.4589,3355.6712,0,413.1463,3305.1704,3355.6712
44283010,227,-1,264,20170919,20170929,20170926.0,6,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
44283011,227,-1,253,20170919,20170929,20170926.0,6,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
44283012,227,-1,338,20170919,20170929,20170926.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44283013,227,-1,336,20170919,20170929,20170926.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44283014,227,-1,270,20170919,20170929,20170926.0,6,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
44283015,227,-1,310,20170919,20170929,20170926.0,6,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
44283016,227,-1,324,20170919,20170929,20170926.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44283017,227,-1,276,20170919,20170929,20170926.0,6,2,356.898,713.796,0,352.1394,704.2788,713.796
44283018,227,-1,330,20170919,20170929,20170926.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44283019,227,-1,262,20170919,20170929,20170926.0,6,3,183.9382,551.8146,0,181.4857,544.4571,551.8146
44283020,227,-1,332,20170919,20170929,20170926.0,6,6,419.4589,2516.7534,0,413.1463,2478.8778,2516.7534
44283021,227,-1,238,20170919,20170929,20170926.0,6,2,758.0759,1516.1518,0,747.9682,1495.9364,1516.1518
44283022,227,-1,220,20170919,20170929,20170926.0,6,2,20.1865,40.373,0,12.0278,24.0556,40.373
44283023,227,-1,340,20170919,20170929,20170926.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44283024,227,-1,266,20170919,20170929,20170926.0,6,1,183.9382,183.9382,0,181.4857,181.4857,183.9382
44283025,227,-1,334,20170919,20170929,20170926.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44283026,227,-1,315,20170919,20170929,20170926.0,6,6,874.794,5248.764,0,884.7083,5308.2498,5248.764
44283027,227,-1,285,20170919,20170929,20170926.0,6,2,178.5808,357.1616,0,176.1997,352.3994,357.1616
44284001,146,-1,212,20170920,20170930,20170927.0,1,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44284002,146,-1,232,20170920,20170930,20170927.0,1,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44284003,146,-1,351,20170920,20170930,20170927.0,1,7,2024.994,14174.958,0,1898.0944,13286.6608,14174.958
44284004,146,-1,218,20170920,20170930,20170927.0,1,23,5.225,120.175,0,3.3963,78.1149,114.1663
44284005,146,-1,229,20170920,20170930,20170927.0,1,5,28.8404,144.202,0,31.7244,158.622,144.202
44284006,146,-1,345,20170920,20170930,20170927.0,1,6,2039.994,12239.964,0,1912.1544,11472.9264,12239.964
44284007,146,-1,347,20170920,20170930,20170927.0,1,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44284008,146,-1,215,20170920,20170930,20170927.0,1,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44284009,146,-1,344,20170920,20170930,20170927.0,1,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44284010,146,-1,235,20170920,20170930,20170927.0,1,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44284011,146,-1,349,20170920,20170930,20170927.0,1,10,2024.994,20249.94,0,1898.0944,18980.944,20249.94
44284012,146,-1,348,20170920,20170930,20170927.0,1,4,2024.994,8099.976,0,1898.0944,7592.3776,8099.976
44284013,146,-1,350,20170920,20170930,20170927.0,1,4,2024.994,8099.976,0,1898.0944,7592.3776,8099.976
44284014,146,-1,346,20170920,20170930,20170927.0,1,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44284015,146,-1,220,20170920,20170930,20170927.0,1,4,20.1865,80.746,0,12.0278,48.1112,80.746
44284016,146,-1,223,20170920,20170930,20170927.0,1,1,5.1865,5.1865,0,5.7052,5.7052,5.1865
44285001,397,-1,218,20170921,20171001,20170928.0,1,12,5.51,66.12,0,3.3963,40.7556,64.7976
44285002,397,-1,348,20170921,20171001,20170928.0,1,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44285003,397,-1,219,20170921,20171001,20170928.0,1,6,5.7,34.2,0,3.3963,20.3778,34.2
44285004,397,-1,344,20170921,20171001,20170928.0,1,3,2039.994,6119.982,0,1912.1544,5736.4632,6119.982
44285005,397,-1,292,20170921,20171001,20170928.0,1,3,818.7,2456.1,0,706.811,2120.433,2456.1
44285006,397,-1,351,20170921,20171001,20170928.0,1,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44285007,397,-1,347,20170921,20171001,20170928.0,1,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44285008,397,-1,346,20170921,20171001,20170928.0,1,5,2039.994,10199.97,0,1912.1544,9560.772,10199.97
44285009,397,-1,345,20170921,20171001,20170928.0,1,4,2039.994,8159.976,0,1912.1544,7648.6176,8159.976
44285010,397,-1,349,20170921,20171001,20170928.0,1,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44285011,397,-1,350,20170921,20171001,20170928.0,1,3,2024.994,6074.982,0,1898.0944,5694.2832,6074.982
44285012,397,-1,296,20170921,20171001,20170928.0,1,2,714.7043,1429.4086,0,617.0281,1234.0562,1429.4086
44285013,397,-1,307,20170921,20171001,20170928.0,1,4,722.5949,2890.3796,0,623.8403,2495.3612,2890.3796
44286001,511,-1,317,20170921,20171001,20170928.0,4,1,874.794,874.794,0,884.7083,884.7083,874.794
44286002,511,-1,314,20170921,20171001,20170928.0,4,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
44286003,511,-1,330,20170921,20171001,20170928.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44286004,511,-1,334,20170921,20171001,20170928.0,4,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44286005,511,-1,328,20170921,20171001,20170928.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44286006,511,-1,338,20170921,20171001,20170928.0,4,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44287001,646,-1,346,20170921,20171001,20170928.0,3,2,2039.994,4079.988,0,1912.1544,3824.3088,4079.988
44287002,646,-1,350,20170921,20171001,20170928.0,3,2,2024.994,4049.988,0,1898.0944,3796.1888,4049.988
44287003,646,-1,349,20170921,20171001,20170928.0,3,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
44287004,646,-1,218,20170921,20171001,20170928.0,3,3,5.7,17.1,0,3.3963,10.1889,17.1
44287005,646,-1,344,20170921,20171001,20170928.0,3,3,2039.994,6119.982,0,1912.1544,5736.4632,6119.982
44288001,514,-1,324,20170922,20171002,20170929.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
44288002,514,-1,340,20170922,20171002,20170929.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44288003,514,-1,262,20170922,20171002,20170929.0,6,4,183.9382,735.7528,0,181.4857,725.9428,735.7528
44288004,514,-1,235,20170922,20171002,20170929.0,6,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44288005,514,-1,319,20170922,20171002,20170929.0,6,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44288006,514,-1,322,20170922,20171002,20170929.0,6,6,419.4589,2516.7534,0,413.1463,2478.8778,2516.7534
44288007,514,-1,336,20170922,20171002,20170929.0,6,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44288008,514,-1,238,20170922,20171002,20170929.0,6,1,758.0759,758.0759,0,747.9682,747.9682,758.0759
44288009,514,-1,232,20170922,20171002,20170929.0,6,4,28.8404,115.3616,0,31.7244,126.8976,115.3616
44288010,514,-1,220,20170922,20171002,20170929.0,6,1,20.1865,20.1865,0,12.0278,12.0278,20.1865
44288011,514,-1,270,20170922,20171002,20170929.0,6,5,183.9382,919.691,0,181.4857,907.4285,919.691
44288012,514,-1,276,20170922,20171002,20170929.0,6,3,356.898,1070.694,0,352.1394,1056.4182,1070.694
44288013,514,-1,334,20170922,20171002,20170929.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
44288014,514,-1,317,20170922,20171002,20170929.0,6,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
44288015,514,-1,285,20170922,20171002,20170929.0,6,3,178.5808,535.7424,0,176.1997,528.5991,535.7424
44288016,514,-1,223,20170922,20171002,20170929.0,6,2,5.1865,10.373,0,5.7052,11.4104,10.373
44288017,514,-1,332,20170922,20171002,20170929.0,6,5,419.4589,2097.2945,0,413.1463,2065.7315,2097.2945
44288018,514,-1,315,20170922,20171002,20170929.0,6,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
44288019,514,-1,342,20170922,20171002,20170929.0,6,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44288020,514,-1,338,20170922,20171002,20170929.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
44288021,514,-1,212,20170922,20171002,20170929.0,6,3,20.1865,60.5595,0,12.0278,36.0834,60.5595
44288022,514,-1,229,20170922,20171002,20170929.0,6,1,28.8404,28.8404,0,31.7244,31.7244,28.8404
44288023,514,-1,253,20170922,20171002,20170929.0,6,5,178.5808,892.904,0,176.1997,880.9985,892.904
44288024,514,-1,264,20170922,20171002,20170929.0,6,3,183.9382,551.8146,0,181.4857,544.4571,551.8146
44288025,514,-1,272,20170922,20171002,20170929.0,6,3,183.9382,551.8146,0,181.4857,544.4571,551.8146
44288026,514,-1,241,20170922,20171002,20170929.0,6,3,758.0759,2274.2277,0,747.9682,2243.9046,2274.2277
44288027,514,-1,328,20170922,20171002,20170929.0,6,4,419.4589,1677.8356,0,413.1463,1652.5852,1677.8356
44288028,514,-1,316,20170922,20171002,20170929.0,6,3,874.794,2624.382,0,884.7083,2654.1249,2624.382
44288029,514,-1,215,20170922,20171002,20170929.0,6,4,20.1865,80.746,0,12.0278,48.1112,80.746
44288030,514,-1,326,20170922,20171002,20170929.0,6,6,419.4589,2516.7534,0,413.1463,2478.8778,2516.7534
44288031,514,-1,310,20170922,20171002,20170929.0,6,3,2146.962,6440.886,0,2171.2942,6513.8826,6440.886
44288032,514,-1,330,20170922,20171002,20170929.0,6,2,419.4589,838.9178,0,413.1463,826.2926,838.9178
44288033,514,-1,314,20170922,20171002,20170929.0,6,1,2146.962,2146.962,0,2171.2942,2171.2942,2146.962
44288034,514,-1,279,20170922,20171002,20170929.0,6,1,178.5808,178.5808,0,176.1997,176.1997,178.5808
44289001,504,-1,348,20170922,20171002,20170929.0,3,1,2024.994,2024.994,0,1898.0944,1898.0944,2024.994
44289002,504,-1,344,20170922,20171002,20170929.0,3,1,2039.994,2039.994,0,1912.1544,1912.1544,2039.994
44289003,504,-1,218,20170922,20171002,20170929.0,3,3,5.7,17.1,0,3.3963,10.1889,17.1
44290001,383,-1,319,20170922,20171002,20170929.0,4,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
44290002,383,-1,342,20170922,20171002,20170929.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44290003,383,-1,322,20170922,20171002,20170929.0,4,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44290004,383,-1,326,20170922,20171002,20170929.0,4,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44291001,578,-1,288,20170922,20171002,20170929.0,1,4,722.5949,2890.3796,0,623.8403,2495.3612,2890.3796
44291002,578,-1,299,20170922,20171002,20170929.0,1,2,809.76,1619.52,0,699.0928,1398.1856,1619.52
44292001,643,-1,223,20170922,20171002,20170929.0,3,1,5.1865,5.1865,0,5.7052,5.7052,5.1865
44292002,643,-1,342,20170922,20171002,20170929.0,3,3,419.4589,1258.3767,0,413.1463,1239.4389,1258.3767
44292003,643,-1,332,20170922,20171002,20170929.0,3,1,419.4589,419.4589,0,413.1463,413.1463,419.4589
44292004,643,-1,319,20170922,20171002,20170929.0,3,2,874.794,1749.588,0,884.7083,1769.4166,1749.588
